ID,nome_receita,ingredientes,modo-de-preparo,ingredientes_cobertura,ingredientes_decoracao,video_receita,ingredientes_recheio,ingredientes_finalizacao,total-da-massa,total-da_cobertura,total-da_decoracao,total-da_finalizacao,total-do_recheio
3773,Waffle com IREKS PÃO DE QUEIJO ORIGINAL,"IREKS PÃO DE QUEIJO ORIGINAL (100%, 400g); Ovos (75%, 300g); Óleo vegetal (62%, 250g); Queijo minas, meia-cura ou padrão (50%, 200g); Queijo provolone (25%, 100g); Leite integral (125%, 500ml)","Tempo de preparo da massa: bater no liquidificador por 3 minutos na velocidade 3 ou até obter o ponto Peso das peças: 120 g ou no tamanho desejado Formato: com auxílio de uma manga de confeitar, porcione a massa em uma máquina de waffles pré-aquecida, virando se necessário Tempo de cozimento: 8 minutos ou até obter o ponto Finalização: aplicar a cobertura Rendimento: 14 waffles de aprox. 138 g cada (com cobertura)","Goiabada cremosa (pronta) (100%, gg)",,,,,1750,500,,,
3775,Colomba de Frutas e Castanhas com IREKS PANETTONE LIEVITO MADRE C50 | IREKS COBERTURA PASCAL,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); Frutas cristalizadas (15%, 1500g); Uvas-passas (brancas) (15%, 1500g); Castanha-do-pará (moída) (15%, 1500g); Fermento fresco (2%, 200g); Água (gelada) (30,5%, 3050ml)","Cobertura Pascal: colocar os ingredientes na batedeira, bater 3 minutos na velocidade 1, reservar na geladeira para aplicar antes do forneamento Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Peso das peças sugerido: 300 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: modelar a parte do meio com uma peça de 300 g, dividir uma peça em duas partes e modelar as asas Fermentação: 60 minutos ou até obter o ponto Finalização: aplicar a cobertura e polvilhar açúcar de confeiteiro sobre as peças Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Rendimento: 32 colombas de aprox. 684 g cada","IREKS COBERTURA PASCAL (100%, gg); Água (temperatura ambiente) (30%, mlml)",,,,"Açúcar de confeiteiro (3,2%, gg)",19600,4160,,320,
3777,Colomba de Pistache com IREKS PANETTONE LIEVITO MADRE C50,"Pré-fermento (esponja) (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); Gotas de chocolate brancas 15 (15%, 1500g); Pistache (10%, 1000g); Mirtilos (desidratados) (7%, 700g); Uvas-passas brancas (4%, 400g); Pasta de pistache (pronta) (2%, 200g); Água (gelada) (30,5%, 3050ml)","Tempo de preparo do pré-fermento: 3 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, descansar por 40 minutos, coberta com plástico Tempo de preparo da massa + pré-fermento: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar os ingredientes do recheio) Preparo do ganache: derreter as gotas de chocolate, adicionar creme de leite, pasta de pistache e emulsionar com auxílio de um mixer até obter o ponto Peso das peças sugerido: 600 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: colomba pascal ou o formato que desejar Fermentação: 120 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 35 minutos sem vapor ou até obter o ponto Finalização: aplicar o ganache e o pistache do acabamento Rendimento: 31 colombas de aprox. 682 g cada","Gotas de chocolate brancas (100%, gg); Creme de leite (11%, gg); Pasta de pistache (2%, gg)",,,,"Pistache (100%, gg)",18700,,,760,
3779,Panettone no Aro com IREKS PANETTONE LIEVITO MADRE C50,"Pré-fermento (48,5%, 4850g); Farinha de trigo especial (20%, 2000g); IREKS PANETTONE LIEVITO MADRE C50 (50%, 5000g); Gotas de chocolate (congeladas) (45%, 4500g); Fermento fresco  (2%, 200g); Água (gelada) (30,5%, 3050ml)","Tempo de preparo do pré-fermento: 3 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2, descansar por 40 minutos, coberta com plástico Tempo de preparo da massa + pré-fermento: 4 minutos na velocidade 1 ou até obter uma massa homogênea e até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças sugerido: 200 g ou no tamanho desejado Descanso das peças: 20 minutos, cobertas com plástico Formato: dispor a massa em um aro redondo Fermentação: fermentar até a massa atingir a borda da forma ou até obter o tamanho desejado Forno lastro: fornear sem vapor a 180°C por 30 minutos ou até o centro do panetone atingir 94°C Forno turbo: fornear sem vapor a 160°C por 30 minutos ou até o centro do panetone atingir 94°C Finalização: banhar com chocolate o topo dos panetones, finalizar com brigadeiro conforme a foto Rendimento: 98 panetones de aprox. 245 g cada","Chocolate fracionado (derretido) (100%, gg); Brigadeiro (pronto) (60%, gg)",,,,,19600,6272,,,
3781,Brioche Duo Bolinhas com IREKS SCHOKO BRIOCHE | IREKS LE PAIN BRIOCHE,"IREKS SCHOKO BRIOCHE C100 (100%, 2000g); Ovos (gelados) (30%, 600g); Margarina (com 80% de lípidios) (15%, 300g); Fermento fresco (6%, 120g); Água (gelada) (15%, 300ml)","Tempo de preparo das massas: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 (na massa Schoko bater mais 2 minutos na velocidade 1 para misturar as gotas de chocolate) Peso das peças sugerido: 30 g de Schoko Brioche e 40 g de Le Pain Brioche ou no tamanho desejado (manter proporção do tamanho) Descanso das peças: 10 minutos, cobertas com plástico Formato: com as peças boleadas, juntar 3 peças de cada, totalizando 6 bolinhas, acondicionar em formas retangulaleres intercalando as bolinhas 90 minutos ou até obter o ponto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Dica: pincelar com ovos no meio da fermentação Rendimento: 34 brioches de aprox. 177 g cada",,,,"IREKS LE PAIN BRIOCHE (100%, gg); Ovos (gelados) (30%, gg); Margarina (com 80% de lípidios) (15%, gg); Fermento fresco (6%, gg); Água (gelada) (15%, mlml)",,3320,,,,3320
3784,Pão Vulcão com IREKS LE PAIN BRIOCHE,"IREKS LE PAIN BRIOCHE (100%, 2000g); Ovos (gelados) (30%, 600g); Margarina (com 80% de lípidios) (15%, 300g); Gotas de chocolate (congeladas) (10%, 200g); Fermento fresco  (6%, 120g); Água (gelada) (15%, 300ml)","Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 1 minuto na velocidade 1 (para misturar as gotas de chocolate) Peso das peças sugerido: 50 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: acondicionar 5 peças em uma forma redonda deixando o meio livre Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos sem vapor ou até obter o ponto Finalização: após assado, usar o espaço do meio para rechear com creme de avelã Dica: pincelar com ovos no meio da fermentação Rendimento: 14 pães de aprox. 283 g cada (com recheio)",,,,"Creme de avelã (100%, gg)",,3520,,,,800
3786,Ninho de Cenoura com IREKS PÃO DE CENOURA,"Farinha de trigo especial (50%, 1500g); IREKS PÃO DE CENOURA (50%, 1500g); Margarina (com 80% de lípidios) (5%, 150g); Fermento fresco (6%, 180g); Água (gelada) (40%, 1200ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: dividir 10 peças de 300 g peça principal e 150 peças de 10 g para as trancinhas decorativas Descanso das peças: 10 minutos, cobertas com plástico Formato: fazer bolas com as peças principais, fazer pequenas tranças com as peças pequenas, abrir as bolas no meio, formato bagel e decorar com 5 trancinhas para cada bola, conforme a foto Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 15 minutos sem vapor ou até obter o ponto Decoração: decorar as peças com fios de ovos e ganache pronto (conforme foto) Rendimento: 10 ninhos de aprox. 528 g cada",,"Fio de ovos (pronto) (100%, gg); Ganache (pronto) (62,5%, gg)",,,,4530,,1300,,
3788,Schoko Brioche Orange com IREKS SCHOKO BRIOCHE,"IREKS SCHOKO BRIOCHE C100 (100%, 2000g); Ovos (gelados) (30%, 600g); Gotas de chocolate (congeladas) (20%, 400g); Margarina (com 80% de lipídios) (15%, 300g); Laranja (picada / cristalizada) (10%, 200g); Fermento fresco (6%, 120g); Suco de laranja (gelado) (15%, 300ml)","Tempo de preparo da massa: 4 minutos na velocidade 1, até obter o ponto de véu na velocidade 2 e mais 2 minutos na velocidade 1 (para misturar as gotas de chocolate) Peso das peças sugerido: 100 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: esticar 2 peças e entrelaçar Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 170°C Tempo de forneamento: 20 minutos sem vapor ou até obter o ponto Cobertura: cobrir com o chocolate Dica: decorar com raspas e laranja desidratada Rendimento: 19 brioches de aprox. 235 g cada","Chocolate (100%, gg)",,,,,3920,950,,,
3790,Pão de Cacau com IREKS LIEVITO MADRE PURO | IREKS IDEAL FLEX,"Pré-fermento (esponja) (78,5%, 7850g); Farinha de trigo especial (50%, 5000g); IREKS IDEAL FLEX (0,3%, 30g); Gotas de chocolate  (10%, 1000g); Cacau em pó (100%) (1,4%, 140g); Sal (2%, 200g); Fermento fresco (0,8%, 80g); Água (gelada) (44%, 4400ml)","Tempo de preparo do pré-fermento: 6 minutos na velocidade 1 até todos os ingredientes ficarem homogêneos, colocar em um recipiente untado com óleo, fermentar em temperatura ambiente por 2 horas e por 18 horas sob refrigeração (5°) Tempo de preparo da massa + pré-fermento: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças sugerido: 500 g ou no tamanho desejado Descanso das peças: 60 minutos Modelagem: modelar em formato de filão, alongar a massa e colocar em cestos de fermentação Fermentação: fermentar por no mínimo 18 horas sob refrigeração a 5°C Finalização: fazer um corte central, com auxílio de um cortador de pestana Temperatura do forno: 240°C / 230°C Tempo de forneamento: fornear com vapor a 240°C e regular o forno para 230°C por 25 minutos ou até obter o ponto Rendimento: 35 pães de aprox. 440 g cada",,,,,,18700,,,,
3792,Coelho Folhado com IREKS CROISSANT MANTEIGA C50 | IREKS GOLDEN CREME,"Farinha de trigo especial (50%, 500g); IREKS CROISSANT MANTEIGA C50 (50%, 500g); Margarina folhada (50%, 500g); Manteiga (7%, 70g); Fermento fresco  (2%, 20g); Água (gelada) / gelo (em escamas) *recomendamos usar metade de água e metade de gelo (45%, 450ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Peso das peças sugerido: 170 g ou no tamanho desejado Formato: abrir a massa e cortar em formato de cabeça de coelho Fermentação: 30 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos com pouco vapor ou até obter o ponto Tempo de preparo do creme: 6 minutos na velocidade 3 (com batedor tipo globo) Chantilly: bater até obter o ponto de bico Finalização: unir duas peças com o creme e finalizar com chantilly Dica: decorar com mirtilos e morangos fatiados Rendimento: 6 coelhos de aprox. 711 g cada (com recheio)","Chantilly (100%, gg)",,,"IREKS GOLDEN CREME (100%, gg); Água (gelada) (250%, mlml)",,2040,800,,,1750
3794,Ovo Croissant com IREKS CROISSANT MANTEIGA C50 | IREKS CREME QUICHE GOURMET,"Farinha de trigo especial (50%, 1000g); IREKS CROISSANT MANTEIGA C50 (50%, 1000g); Margarina folhada (50%, 1000g); Manteiga (7%, 140g); Fermento fresco (2%, 40g); Água (gelada) / gelo (em escamas) *recomendamos usar metade de água e metade de gelo (45%, 900ml)","Tempo de preparo dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Modo de preparo do recheio: refogar a cebola, alho e os pimentões, adicionar azeitona e o tomate cereja com o restante do azeite Montagem: abrir a massa (1ª vez) até obter uma espessura de 1 cm em mesa polvilhada com farinha, cobrir 2/3 da massa com margarina folhada, dobrar a massa de modo que toda margarina fique envolvida na massa, a parte sem margarina sobre a parte com margarina e sobre elas a terceira parte com margarina, abrir a massa (2ª vez) novamente a uma espessura de 1 cm. Dobrar a massa em 3 camadas sobrepostas, abrir a massa (3ª vez) novamente a uma espessura de 1 cm. Novamente dobrar a massa em 3 camadas sobrepostas Descanso da massa: 10 minutos, cobertas com plástico Peso das peças sugerido: 272 g ou no tamanho desejado Formato: cortar a massa em formato oval com espessura de 3 cm e abrir em forma com formato de ovo Fermentação: 30 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 25 minutos com pouco vapor ou até obter o ponto Finalização: colocar o recheio nas peças assadas e cobrir com a cobertura de quiche, voltar ao forno até dourar Rendimento: 15 ovos de aprox. 614 g cada (com recheio)","IREKS CREME QUICHE GOURMET (100%, gg); Sal (3%, gg); Água (gelada) (250%, mlml)",,,"Bacalhau (dessalgado) (100%, gg); Cebola roxa (33%, gg); Azeitona (33%, gg); Azeite de oliva (33%, gg); Tomate cereja (26%, gg); Pimentão amarelo (20%, gg); Pimentão verde (20%, gg); Pimentão vermelho (20%, gg); Alho (6%, gg)",,4080,1765,,,4400
3796,Cookie Triple Chocolate com IREKS GOLDEN CAKE NEUTRO,"Farinha de trigo especial (43%, 860g); IREKS GOLDEN CAKE NEUTRO (100%, 2000g); Manteiga sem sal (40%, 800g); Ovos (30%, 600g); Gotas de chocolate branco (congeladas) (20%, 400g); Gotas de chocolate ao leite (congeladas) (20%, 400g); Gotas de chocolate meio amargo (congeladas) (10%, 400g); Açúcar mascavo (13%, 260g); Bicarbonato de sódio (1,5%, 30g); Sal (1%, 20g)","Tempo de preparo da massa: adicionar os ovos, açúcar e manteiga, misturar por 1 minuto na velocidade 1 até formar um creme branco, adicionar o restante dos ingredientes por mais 1 minuto na velocidade 1 (com batedor tipo leque) Peso das peças sugerido: 250 g ou no tamanho desejado Formato: abrir a massa em formas forneáveis em formato de ovo Descanso das peças: 40 minutos sob refrigeração Temperatura do forno: 170°C Tempo de forneamento: 8 minutos com papel e peso na parte interna e 4 minutos ou até obter o ponto sem papel e peso, assar sem vapor Dica: adicionar essência de baunilha no preparo da massa Rendimento: 11 ovos de aprox. 430 g cada (2 metades de 215 g cada)",,,,,,5770,,,,
3798,Slice Duo Cenoura e Chocolate com IREKS GOLDEN CAKE CENOURA | IREKS GOLDEN CAKE CHOCOLATE,"IREKS GOLDEN CAKE CENOURA (100%, 2000g); Ovos (45%, 900g); Óleo vegetal (20%, 400g); Água (temperatura ambiente) (22,5%, 450ml)","Tempo de preparo do ganache: derreter o chocolate, adicionar o creme de leite e misturar até ficar homogêneo, aguardar 12 horas para o uso Tempo de preparo das massas: 3 minutos na velocidade 1 (com batedor tipo raquete) Montagem: posicionar 1 fatia de bolo, cobrir com ganache, repetir o processo e finalizar com 1 fatia de bolo, deixar na geladeira por 6 horas e fatiar com espessura de 2 cm Temperatura: 170°C Tempo de forneamento: 30 a 35 minutos sem vapor ou até obter o ponto Dica: decorar as fatias com brigadeiros Rendimento: 90 fatias de aprox. 122 g cada",,,,"IREKS GOLDEN CAKE CHOCOLATE (100%, gg); Ovos (45%, gg); Óleo vegetal (20%, gg); Água (temperatura ambiente) (30%, mlml)","Chocolate ao leite (100%, gg); Creme de leite (50%, gg)",3900,,,4200,3900
3803,Torta Fria no Palito com IREKS TOP MACIO,"Farinha de trigo especial (50%, 1800g); IREKS TOP MACIO (50%, 1800g); Fermento fresco (3%, 108g); Água (gelada) (42%, 1512ml)","Tempo de batimento dos ingredientes secos: 1 minuto na velocidade 1 Tempo de preparo da massa: 4 minutos na velocidade 1 e até obter o ponto de véu na velocidade 2 Peso das peças: 1.700 g ou no tamanho desejado Descanso das peças: 10 minutos, cobertas com plástico Formato: pão de forma Fermentação: 90 minutos ou até obter o ponto Temperatura do forno: 180°C Tempo de forneamento: 40 minutos sem vapor ou até obter o ponto Finalização: tirar as cascas dos pães, fatiar com 1 cm na horizontal e rechear conforme desejar Dica: dividir em pequenos quadrados Rendimento: 3 pães sem casca de aprox. 1.322 g cada",,,,"Frango temperado cremoso com maionese (SUGESTÃO) (%, ); Cenoura ralada (SUGESTÃO) (%, ); Picles (SUGESTÃO) (%, ); Raspas de limão siciliano (SUGESTÃO) (%, ); Queijo (SUGESTÃO) (%, ); Maionese verde (SUGESTÃO) (%, )",,5220,,,,
